sensor_id,timestamp,feature,noise_type,ground_truth_value,noisy_value,noise_magnitude,is_corrupted
S005,2026-06-01 11:30:00,temperature,SPATIAL_ANOMALY,27.556,50.064,22.508,True
S005,2026-06-01 11:35:00,temperature,SPATIAL_ANOMALY,27.684,50.192,22.508,True
S005,2026-06-01 11:40:00,temperature,SPATIAL_ANOMALY,27.811,50.319,22.508,True
S005,2026-06-01 11:45:00,temperature,SPATIAL_ANOMALY,27.935,50.443,22.508,True
S005,2026-06-01 11:50:00,temperature,SPATIAL_ANOMALY,28.058,50.566,22.508,True
S005,2026-06-01 11:55:00,temperature,SPATIAL_ANOMALY,28.178,50.686,22.508,True
S005,2026-06-01 12:00:00,temperature,SPATIAL_ANOMALY,28.296,50.804,22.508,True
S005,2026-06-01 12:05:00,temperature,SPATIAL_ANOMALY,28.411,50.919,22.508,True
S005,2026-06-01 12:10:00,temperature,SPATIAL_ANOMALY,28.524,51.032,22.508,True
S005,2026-06-01 12:15:00,temperature,SPATIAL_ANOMALY,28.635,51.143,22.508,True
S005,2026-06-01 12:20:00,temperature,SPATIAL_ANOMALY,28.743,51.251,22.508,True
S005,2026-06-01 12:25:00,temperature,SPATIAL_ANOMALY,28.848,51.356,22.508,True
S005,2026-06-01 12:30:00,temperature,SPATIAL_ANOMALY,28.951,51.459,22.508,True
S005,2026-06-01 12:35:00,temperature,SPATIAL_ANOMALY,29.051,51.559,22.508,True
S005,2026-06-01 12:40:00,temperature,SPATIAL_ANOMALY,29.148,51.656,22.508,True
S005,2026-06-01 12:45:00,temperature,SPATIAL_ANOMALY,29.243,51.751,22.508,True
S005,2026-06-01 12:50:00,temperature,SPATIAL_ANOMALY,29.334,51.842,22.508,True
S005,2026-06-01 12:55:00,temperature,SPATIAL_ANOMALY,29.423,51.931,22.508,True
S005,2026-06-01 13:00:00,temperature,SPATIAL_ANOMALY,29.508,52.016,22.508,True
S005,2026-06-01 13:05:00,temperature,SPATIAL_ANOMALY,29.591,52.099,22.508,True
S005,2026-06-01 13:10:00,temperature,SPATIAL_ANOMALY,29.67,52.178,22.508,True
S005,2026-06-01 13:15:00,temperature,SPATIAL_ANOMALY,29.746,52.254,22.508,True
S005,2026-06-01 13:20:00,temperature,SPATIAL_ANOMALY,29.819,52.327,22.508,True
S005,2026-06-01 13:25:00,temperature,SPATIAL_ANOMALY,29.888,50.893,21.005,True
S005,2026-06-01 13:30:00,temperature,SPATIAL_ANOMALY,29.955,53.759,23.804,True
S005,2026-06-01 13:35:00,temperature,SPATIAL_ANOMALY,30.018,52.526,22.508,True
S005,2026-06-01 13:40:00,temperature,SPATIAL_ANOMALY,30.077,52.585,22.508,True
S005,2026-06-01 13:45:00,temperature,SPATIAL_ANOMALY,30.133,54.487,24.354,True
S005,2026-06-01 13:50:00,temperature,SPATIAL_ANOMALY,30.186,52.694,22.508,True
S005,2026-06-01 13:55:00,temperature,SPATIAL_ANOMALY,30.235,52.743,22.508,True
S005,2026-06-01 14:00:00,temperature,SPATIAL_ANOMALY,30.281,52.789,22.508,True
S005,2026-06-01 14:05:00,temperature,SPATIAL_ANOMALY,30.323,52.831,22.508,True
S005,2026-06-01 14:10:00,temperature,SPATIAL_ANOMALY,30.361,54.196,23.835,True
S005,2026-06-01 14:15:00,temperature,SPATIAL_ANOMALY,30.396,52.904,22.508,True
S005,2026-06-01 14:20:00,temperature,SPATIAL_ANOMALY,30.428,52.936,22.508,True
S005,2026-06-01 14:25:00,temperature,SPATIAL_ANOMALY,30.455,52.963,22.508,True
S005,2026-06-01 14:30:00,temperature,SPATIAL_ANOMALY,30.479,52.987,22.508,True
S005,2026-06-01 14:35:00,temperature,SPATIAL_ANOMALY,30.5,53.008,22.508,True
S005,2026-06-01 14:40:00,temperature,SPATIAL_ANOMALY,30.516,53.024,22.508,True
S005,2026-06-01 14:45:00,temperature,SPATIAL_ANOMALY,30.529,53.037,22.508,True
S005,2026-06-01 14:50:00,temperature,SPATIAL_ANOMALY,30.539,53.047,22.508,True
S005,2026-06-01 14:55:00,temperature,SPATIAL_ANOMALY,30.544,53.052,22.508,True
S005,2026-06-01 15:00:00,temperature,NORMAL,30.546,30.546,0.0,False
S005,2026-06-01 15:05:00,temperature,NORMAL,30.544,30.544,0.0,False
S005,2026-06-01 15:10:00,temperature,NORMAL,30.539,30.539,0.0,False
S005,2026-06-01 15:15:00,temperature,NORMAL,30.529,30.529,0.0,False
S005,2026-06-01 15:20:00,temperature,NORMAL,30.516,30.516,0.0,False
S005,2026-06-01 15:25:00,temperature,NORMAL,30.5,30.5,0.0,False
S005,2026-06-01 15:30:00,temperature,NORMAL,30.479,30.479,0.0,False
S005,2026-06-01 15:35:00,temperature,NORMAL,30.455,30.455,0.0,False
S005,2026-06-01 15:40:00,temperature,NORMAL,30.428,30.428,0.0,False
S005,2026-06-01 15:45:00,temperature,NORMAL,30.396,30.396,0.0,False
S005,2026-06-01 15:50:00,temperature,NORMAL,30.361,30.361,0.0,False
S005,2026-06-01 15:55:00,temperature,NORMAL,30.323,30.323,0.0,False
S005,2026-06-01 16:00:00,temperature,NORMAL,30.281,30.281,0.0,False
S005,2026-06-01 16:05:00,temperature,NORMAL,30.235,30.235,0.0,False
S005,2026-06-01 16:10:00,temperature,NORMAL,30.186,30.186,0.0,False
S005,2026-06-01 16:15:00,temperature,NORMAL,30.133,30.133,0.0,False
S005,2026-06-01 16:20:00,temperature,NORMAL,30.077,30.077,0.0,False
S005,2026-06-01 16:25:00,temperature,NORMAL,30.018,30.018,0.0,False
S005,2026-06-01 16:30:00,temperature,NORMAL,29.955,29.955,0.0,False
S005,2026-06-01 16:35:00,temperature,NORMAL,29.888,29.888,0.0,False
S005,2026-06-01 16:40:00,temperature,NORMAL,29.819,29.819,0.0,False
S005,2026-06-01 16:45:00,temperature,NORMAL,29.746,29.746,0.0,False
S005,2026-06-01 16:50:00,temperature,MISSING,29.67,,,True
S005,2026-06-01 16:55:00,temperature,GAUSSIAN_NOISE,29.591,28.014,-1.577,True
S005,2026-06-01 17:00:00,temperature,NORMAL,29.508,29.508,0.0,False
S005,2026-06-01 17:05:00,temperature,NORMAL,29.423,29.423,0.0,False
S005,2026-06-01 17:10:00,temperature,NORMAL,29.334,29.334,0.0,False
S005,2026-06-01 17:15:00,temperature,NORMAL,29.243,29.243,0.0,False
S005,2026-06-01 17:20:00,temperature,NORMAL,29.148,29.148,0.0,False
S005,2026-06-01 17:25:00,temperature,NORMAL,29.051,29.051,0.0,False
S005,2026-06-01 17:30:00,temperature,NORMAL,28.951,28.951,0.0,False
S005,2026-06-01 17:35:00,temperature,GAUSSIAN_NOISE,28.848,32.14,3.292,True
S005,2026-06-01 17:40:00,temperature,NORMAL,28.743,28.743,0.0,False
S005,2026-06-01 17:45:00,temperature,NORMAL,28.635,28.635,0.0,False
S005,2026-06-01 17:50:00,temperature,NORMAL,28.524,28.524,0.0,False
S005,2026-06-01 17:55:00,temperature,NORMAL,28.411,28.411,0.0,False
S005,2026-06-01 18:00:00,temperature,NORMAL,28.296,28.296,0.0,False
S005,2026-06-01 18:05:00,temperature,NORMAL,28.178,28.178,0.0,False
S005,2026-06-01 18:10:00,temperature,NORMAL,28.058,28.058,0.0,False
S005,2026-06-01 18:15:00,temperature,NORMAL,27.935,27.935,0.0,False
S005,2026-06-01 18:20:00,temperature,NORMAL,27.811,27.811,0.0,False
S005,2026-06-01 18:25:00,temperature,NORMAL,27.684,27.684,0.0,False
S005,2026-06-01 18:30:00,temperature,NORMAL,27.556,27.556,0.0,False
S005,2026-06-01 18:35:00,temperature,NORMAL,27.425,27.425,0.0,False
S005,2026-06-01 18:40:00,temperature,NORMAL,27.293,27.293,0.0,False
S005,2026-06-01 18:45:00,temperature,NORMAL,27.158,27.158,0.0,False
S005,2026-06-01 18:50:00,temperature,NORMAL,27.023,27.023,0.0,False
S005,2026-06-01 18:55:00,temperature,NORMAL,26.885,26.885,0.0,False
S005,2026-06-01 19:00:00,temperature,NORMAL,26.746,26.746,0.0,False
S005,2026-06-01 19:05:00,temperature,GAUSSIAN_NOISE,26.605,25.935,-0.67,True
S005,2026-06-01 19:10:00,temperature,NORMAL,26.464,26.464,0.0,False
S005,2026-06-01 19:15:00,temperature,NORMAL,26.32,26.32,0.0,False
S005,2026-06-01 19:20:00,temperature,NORMAL,26.176,26.176,0.0,False
S005,2026-06-01 19:25:00,temperature,GAUSSIAN_NOISE,26.03,25.569,-0.461,True
S005,2026-06-01 19:30:00,temperature,NORMAL,25.883,25.883,0.0,False
S005,2026-06-01 19:35:00,temperature,NORMAL,25.736,25.736,0.0,False
S005,2026-06-01 19:40:00,temperature,NORMAL,25.587,25.587,0.0,False
S005,2026-06-01 19:45:00,temperature,GAUSSIAN_NOISE,25.437,22.266,-3.171,True
S005,2026-06-01 19:50:00,temperature,NORMAL,25.287,25.287,0.0,False
S005,2026-06-01 19:55:00,temperature,NORMAL,25.136,25.136,0.0,False
S005,2026-06-01 20:00:00,temperature,NORMAL,24.985,24.985,0.0,False
S005,2026-06-01 20:05:00,temperature,NORMAL,24.832,24.832,0.0,False
S005,2026-06-01 20:10:00,temperature,NORMAL,24.68,24.68,0.0,False
S005,2026-06-01 20:15:00,temperature,NORMAL,24.527,24.527,0.0,False
S005,2026-06-01 20:20:00,temperature,NORMAL,24.374,24.374,0.0,False
S005,2026-06-01 20:25:00,temperature,NORMAL,24.22,24.22,0.0,False
S005,2026-06-01 20:30:00,temperature,NORMAL,24.066,24.066,0.0,False
S005,2026-06-01 20:35:00,temperature,NORMAL,23.913,23.913,0.0,False
S005,2026-06-01 20:40:00,temperature,NORMAL,23.759,23.759,0.0,False
S005,2026-06-01 20:45:00,temperature,NORMAL,23.606,23.606,0.0,False
S005,2026-06-01 20:50:00,temperature,NORMAL,23.452,23.452,0.0,False
S005,2026-06-01 20:55:00,temperature,OUTLIER,23.299,58.612,35.313,True
S005,2026-06-01 21:00:00,temperature,NORMAL,23.146,23.146,0.0,False
S005,2026-06-01 21:05:00,temperature,NORMAL,22.993,22.993,0.0,False
S005,2026-06-01 21:10:00,temperature,NORMAL,22.841,22.841,0.0,False
S005,2026-06-01 21:15:00,temperature,NORMAL,22.69,22.69,0.0,False
S005,2026-06-01 21:20:00,temperature,NORMAL,22.539,22.539,0.0,False
S005,2026-06-01 21:25:00,temperature,NORMAL,22.389,22.389,0.0,False
S005,2026-06-01 21:30:00,temperature,NORMAL,22.239,22.239,0.0,False
S005,2026-06-01 21:35:00,temperature,NORMAL,22.09,22.09,0.0,False
S005,2026-06-01 21:40:00,temperature,MISSING,21.943,,,True
S005,2026-06-01 21:45:00,temperature,NORMAL,21.796,21.796,0.0,False
S005,2026-06-01 21:50:00,temperature,NORMAL,21.65,21.65,0.0,False
S005,2026-06-01 21:55:00,temperature,NORMAL,21.505,21.505,0.0,False
S005,2026-06-01 22:00:00,temperature,NORMAL,21.361,21.361,0.0,False
S005,2026-06-01 22:05:00,temperature,NORMAL,21.219,21.219,0.0,False
S005,2026-06-01 22:10:00,temperature,NORMAL,21.077,21.077,0.0,False
S005,2026-06-01 22:15:00,temperature,NORMAL,20.937,20.937,0.0,False
S005,2026-06-01 22:20:00,temperature,NORMAL,20.799,20.799,0.0,False
S005,2026-06-01 22:25:00,temperature,NORMAL,20.661,20.661,0.0,False
S005,2026-06-01 22:30:00,temperature,NORMAL,20.526,20.526,0.0,False
S005,2026-06-01 22:35:00,temperature,NORMAL,20.392,20.392,0.0,False
S005,2026-06-01 22:40:00,temperature,NORMAL,20.259,20.259,0.0,False
S005,2026-06-01 22:45:00,temperature,NORMAL,20.128,20.128,0.0,False
S005,2026-06-01 22:50:00,temperature,NORMAL,19.999,19.999,0.0,False
S005,2026-06-01 22:55:00,temperature,NORMAL,19.872,19.872,0.0,False
S005,2026-06-01 23:00:00,temperature,NORMAL,19.746,19.746,0.0,False
S005,2026-06-01 23:05:00,temperature,NORMAL,19.622,19.622,0.0,False
S005,2026-06-01 23:10:00,temperature,NORMAL,19.5,19.5,0.0,False
S005,2026-06-01 23:15:00,temperature,NORMAL,19.38,19.38,0.0,False
S005,2026-06-01 23:20:00,temperature,GAUSSIAN_NOISE,19.263,20.924,1.661,True
S005,2026-06-01 23:25:00,temperature,NORMAL,19.147,19.147,0.0,False
S005,2026-06-01 23:30:00,temperature,NORMAL,19.033,19.033,0.0,False
S005,2026-06-01 23:35:00,temperature,NORMAL,18.921,18.921,0.0,False
S005,2026-06-01 23:40:00,temperature,NORMAL,18.812,18.812,0.0,False
S005,2026-06-01 23:45:00,temperature,NORMAL,18.704,18.704,0.0,False
S005,2026-06-01 23:50:00,temperature,NORMAL,18.599,18.599,0.0,False
S005,2026-06-01 23:55:00,temperature,NORMAL,18.497,18.497,0.0,False
S006,2026-06-01 00:00:00,temperature,NORMAL,17.938,17.938,0.0,False
S006,2026-06-01 00:05:00,temperature,GAUSSIAN_NOISE,17.84,17.199,-0.641,True
S006,2026-06-01 00:10:00,temperature,NORMAL,17.744,17.744,0.0,False
S006,2026-06-01 00:15:00,temperature,NORMAL,17.651,17.651,0.0,False
S006,2026-06-01 00:20:00,temperature,NORMAL,17.56,17.56,0.0,False
S006,2026-06-01 00:25:00,temperature,NORMAL,17.472,17.472,0.0,False
S006,2026-06-01 00:30:00,temperature,NORMAL,17.386,17.386,0.0,False
S006,2026-06-01 00:35:00,temperature,NORMAL,17.303,17.303,0.0,False
S006,2026-06-01 00:40:00,temperature,NORMAL,17.222,17.222,0.0,False
S006,2026-06-01 00:45:00,temperature,NORMAL,17.144,17.144,0.0,False
S006,2026-06-01 00:50:00,temperature,NORMAL,17.069,17.069,0.0,False
S006,2026-06-01 00:55:00,temperature,NORMAL,16.996,16.996,0.0,False
S006,2026-06-01 01:00:00,temperature,NORMAL,16.926,16.926,0.0,False
S006,2026-06-01 01:05:00,temperature,NORMAL,16.858,16.858,0.0,False
S006,2026-06-01 01:10:00,temperature,NORMAL,16.794,16.794,0.0,False
S006,2026-06-01 01:15:00,temperature,NORMAL,16.732,16.732,0.0,False
S006,2026-06-01 01:20:00,temperature,NORMAL,16.672,16.672,0.0,False
S006,2026-06-01 01:25:00,temperature,NORMAL,16.616,16.616,0.0,False
S006,2026-06-01 01:30:00,temperature,NORMAL,16.562,16.562,0.0,False
S006,2026-06-01 01:35:00,temperature,MISSING,16.511,,,True
S006,2026-06-01 01:40:00,temperature,NORMAL,16.463,16.463,0.0,False
S006,2026-06-01 01:45:00,temperature,NORMAL,16.418,16.418,0.0,False
S006,2026-06-01 01:50:00,temperature,NORMAL,16.376,16.376,0.0,False
S006,2026-06-01 01:55:00,temperature,NORMAL,16.336,16.336,0.0,False
S006,2026-06-01 02:00:00,temperature,NORMAL,16.3,16.3,0.0,False
S006,2026-06-01 02:05:00,temperature,SPIKE,16.266,43.821,27.555,True
S006,2026-06-01 02:10:00,temperature,NORMAL,16.235,16.235,0.0,False
S006,2026-06-01 02:15:00,temperature,NORMAL,16.207,16.207,0.0,False
S006,2026-06-01 02:20:00,temperature,NORMAL,16.182,16.182,0.0,False
S006,2026-06-01 02:25:00,temperature,NORMAL,16.16,16.16,0.0,False
S006,2026-06-01 02:30:00,temperature,NORMAL,16.141,16.141,0.0,False
S006,2026-06-01 02:35:00,temperature,NORMAL,16.125,16.125,0.0,False
S006,2026-06-01 02:40:00,temperature,NORMAL,16.112,16.112,0.0,False
S006,2026-06-01 02:45:00,temperature,NORMAL,16.101,16.101,0.0,False
S006,2026-06-01 02:50:00,temperature,NORMAL,16.094,16.094,0.0,False
S006,2026-06-01 02:55:00,temperature,NORMAL,16.089,16.089,0.0,False
S006,2026-06-01 03:00:00,temperature,NORMAL,16.088,16.088,0.0,False
S006,2026-06-01 03:05:00,temperature,NORMAL,16.089,16.089,0.0,False
S006,2026-06-01 03:10:00,temperature,NORMAL,16.094,16.094,0.0,False
S006,2026-06-01 03:15:00,temperature,NORMAL,16.101,16.101,0.0,False
S006,2026-06-01 03:20:00,temperature,NORMAL,16.112,16.112,0.0,False
S006,2026-06-01 03:25:00,temperature,NORMAL,16.125,16.125,0.0,False
S006,2026-06-01 03:30:00,temperature,NORMAL,16.141,16.141,0.0,False
S006,2026-06-01 03:35:00,temperature,NORMAL,16.16,16.16,0.0,False
S006,2026-06-01 03:40:00,temperature,NORMAL,16.182,16.182,0.0,False
S006,2026-06-01 03:45:00,temperature,NORMAL,16.207,16.207,0.0,False
S006,2026-06-01 03:50:00,temperature,NORMAL,16.235,16.235,0.0,False
S006,2026-06-01 03:55:00,temperature,NORMAL,16.266,16.266,0.0,False
S006,2026-06-01 04:00:00,temperature,NORMAL,16.3,16.3,0.0,False
S006,2026-06-01 04:05:00,temperature,NORMAL,16.336,16.336,0.0,False
S006,2026-06-01 04:10:00,temperature,NORMAL,16.376,16.376,0.0,False
S006,2026-06-01 04:15:00,temperature,NORMAL,16.418,16.418,0.0,False
S006,2026-06-01 04:20:00,temperature,MISSING,16.463,,,True
S006,2026-06-01 04:25:00,temperature,NORMAL,16.511,16.511,0.0,False
S006,2026-06-01 04:30:00,temperature,NORMAL,16.562,16.562,0.0,False
S006,2026-06-01 04:35:00,temperature,NORMAL,16.616,16.616,0.0,False
S006,2026-06-01 04:40:00,temperature,NORMAL,16.672,16.672,0.0,False
S006,2026-06-01 04:45:00,temperature,NORMAL,16.732,16.732,0.0,False
S006,2026-06-01 04:50:00,temperature,NORMAL,16.794,16.794,0.0,False
S006,2026-06-01 04:55:00,temperature,NORMAL,16.858,16.858,0.0,False
S006,2026-06-01 05:00:00,temperature,NORMAL,16.926,16.926,0.0,False
S006,2026-06-01 05:05:00,temperature,NORMAL,16.996,16.996,0.0,False
S006,2026-06-01 05:10:00,temperature,NORMAL,17.069,17.069,0.0,False
S006,2026-06-01 05:15:00,temperature,NORMAL,17.144,17.144,0.0,False
S006,2026-06-01 05:20:00,temperature,NORMAL,17.222,17.222,0.0,False
S006,2026-06-01 05:25:00,temperature,NORMAL,17.303,17.303,0.0,False
S006,2026-06-01 05:30:00,temperature,NORMAL,17.386,17.386,0.0,False
S006,2026-06-01 05:35:00,temperature,NORMAL,17.472,17.472,0.0,False
S006,2026-06-01 05:40:00,temperature,NORMAL,17.56,17.56,0.0,False
S006,2026-06-01 05:45:00,temperature,NORMAL,17.651,17.651,0.0,False
S006,2026-06-01 05:50:00,temperature,NORMAL,17.744,17.744,0.0,False
S006,2026-06-01 05:55:00,temperature,NORMAL,17.84,17.84,0.0,False
S006,2026-06-01 06:00:00,temperature,NORMAL,17.938,17.938,0.0,False
S006,2026-06-01 06:05:00,temperature,NORMAL,18.039,18.039,0.0,False
S006,2026-06-01 06:10:00,temperature,NORMAL,18.141,18.141,0.0,False
S006,2026-06-01 06:15:00,temperature,NORMAL,18.246,18.246,0.0,False
S006,2026-06-01 06:20:00,temperature,NORMAL,18.354,18.354,0.0,False
S006,2026-06-01 06:25:00,temperature,NORMAL,18.463,18.463,0.0,False
S006,2026-06-01 06:30:00,temperature,NORMAL,18.575,18.575,0.0,False
S006,2026-06-01 06:35:00,temperature,NORMAL,18.689,18.689,0.0,False
S006,2026-06-01 06:40:00,temperature,NORMAL,18.805,18.805,0.0,False
S006,2026-06-01 06:45:00,temperature,OUTLIER,18.922,-24.748,-43.67,True
S006,2026-06-01 06:50:00,temperature,NORMAL,19.042,19.042,0.0,False
S006,2026-06-01 06:55:00,temperature,NORMAL,19.164,19.164,0.0,False
S006,2026-06-01 07:00:00,temperature,NORMAL,19.288,19.288,0.0,False
S006,2026-06-01 07:05:00,temperature,NORMAL,19.414,19.414,0.0,False
S006,2026-06-01 07:10:00,temperature,NORMAL,19.541,19.541,0.0,False
S006,2026-06-01 07:15:00,temperature,NORMAL,19.67,19.67,0.0,False
S006,2026-06-01 07:20:00,temperature,NORMAL,19.801,19.801,0.0,False
S006,2026-06-01 07:25:00,temperature,NORMAL,19.934,19.934,0.0,False
S006,2026-06-01 07:30:00,temperature,NORMAL,20.068,20.068,0.0,False
S006,2026-06-01 07:35:00,temperature,NORMAL,20.203,20.203,0.0,False
S006,2026-06-01 07:40:00,temperature,NORMAL,20.341,20.341,0.0,False
S006,2026-06-01 07:45:00,temperature,NORMAL,20.479,20.479,0.0,False
S006,2026-06-01 07:50:00,temperature,NORMAL,20.619,20.619,0.0,False
S006,2026-06-01 07:55:00,temperature,NORMAL,20.761,20.761,0.0,False
S006,2026-06-01 08:00:00,temperature,NORMAL,20.903,20.903,0.0,False
S006,2026-06-01 08:05:00,temperature,NORMAL,21.047,21.047,0.0,False
S006,2026-06-01 08:10:00,temperature,NORMAL,21.192,21.192,0.0,False
S006,2026-06-01 08:15:00,temperature,NORMAL,21.338,21.338,0.0,False
S006,2026-06-01 08:20:00,temperature,NORMAL,21.485,21.485,0.0,False
S006,2026-06-01 08:25:00,temperature,NORMAL,21.632,21.632,0.0,False
S006,2026-06-01 08:30:00,temperature,NORMAL,21.781,21.781,0.0,False
S006,2026-06-01 08:35:00,temperature,NORMAL,21.931,21.931,0.0,False
S006,2026-06-01 08:40:00,temperature,NORMAL,22.081,22.081,0.0,False
S006,2026-06-01 08:45:00,temperature,NORMAL,22.232,22.232,0.0,False
S006,2026-06-01 08:50:00,temperature,NORMAL,22.383,22.383,0.0,False
S006,2026-06-01 08:55:00,temperature,NORMAL,22.535,22.535,0.0,False
S006,2026-06-01 09:00:00,temperature,NORMAL,22.688,22.688,0.0,False
S006,2026-06-01 09:05:00,temperature,NORMAL,22.841,22.841,0.0,False
S006,2026-06-01 09:10:00,temperature,NORMAL,22.994,22.994,0.0,False
S006,2026-06-01 09:15:00,temperature,NORMAL,23.148,23.148,0.0,False
S006,2026-06-01 09:20:00,temperature,NORMAL,23.301,23.301,0.0,False
S006,2026-06-01 09:25:00,temperature,SPIKE,23.455,41.709,18.254,True
S006,2026-06-01 09:30:00,temperature,NORMAL,23.608,23.608,0.0,False
S006,2026-06-01 09:35:00,temperature,NORMAL,23.762,23.762,0.0,False
S006,2026-06-01 09:40:00,temperature,NORMAL,23.916,23.916,0.0,False
S006,2026-06-01 09:45:00,temperature,NORMAL,24.069,24.069,0.0,False
S006,2026-06-01 09:50:00,temperature,NORMAL,24.222,24.222,0.0,False
S006,2026-06-01 09:55:00,temperature,NORMAL,24.374,24.374,0.0,False
S006,2026-06-01 10:00:00,temperature,NORMAL,24.527,24.527,0.0,False
S006,2026-06-01 10:05:00,temperature,NORMAL,24.678,24.678,0.0,False
S006,2026-06-01 10:10:00,temperature,NORMAL,24.829,24.829,0.0,False
S006,2026-06-01 10:15:00,temperature,NORMAL,24.979,24.979,0.0,False
S006,2026-06-01 10:20:00,temperature,NORMAL,25.129,25.129,0.0,False
S006,2026-06-01 10:25:00,temperature,NORMAL,25.278,25.278,0.0,False
S006,2026-06-01 10:30:00,temperature,NORMAL,25.425,25.425,0.0,False
S006,2026-06-01 10:35:00,temperature,GAUSSIAN_NOISE,25.572,27.888,2.316,True
S006,2026-06-01 10:40:00,temperature,NORMAL,25.718,25.718,0.0,False
S006,2026-06-01 10:45:00,temperature,OUTLIER,25.862,60.784,34.922,True
S006,2026-06-01 10:50:00,temperature,NORMAL,26.006,26.006,0.0,False
S006,2026-06-01 10:55:00,temperature,NORMAL,26.147,26.147,0.0,False
S006,2026-06-01 11:00:00,temperature,NORMAL,26.288,26.288,0.0,False
S006,2026-06-01 11:05:00,temperature,NORMAL,26.427,26.427,0.0,False
S006,2026-06-01 11:10:00,temperature,NORMAL,26.565,26.565,0.0,False
S006,2026-06-01 11:15:00,temperature,NORMAL,26.7,26.7,0.0,False
S006,2026-06-01 11:20:00,temperature,NORMAL,26.835,26.835,0.0,False
S006,2026-06-01 11:25:00,temperature,NORMAL,26.967,26.967,0.0,False
S006,2026-06-01 11:30:00,temperature,NORMAL,27.098,27.098,0.0,False
S006,2026-06-01 11:35:00,temperature,NORMAL,27.226,27.226,0.0,False
S006,2026-06-01 11:40:00,temperature,NORMAL,27.353,27.353,0.0,False
S006,2026-06-01 11:45:00,temperature,NORMAL,27.477,27.477,0.0,False
S006,2026-06-01 11:50:00,temperature,NORMAL,27.6,27.6,0.0,False
S006,2026-06-01 11:55:00,temperature,NORMAL,27.72,27.72,0.0,False
S006,2026-06-01 12:00:00,temperature,NORMAL,27.838,27.838,0.0,False
S006,2026-06-01 12:05:00,temperature,NORMAL,27.953,27.953,0.0,False
S006,2026-06-01 12:10:00,temperature,NORMAL,28.066,28.066,0.0,False
S006,2026-06-01 12:15:00,temperature,NORMAL,28.177,28.177,0.0,False
S006,2026-06-01 12:20:00,temperature,NORMAL,28.285,28.285,0.0,False
S006,2026-06-01 12:25:00,temperature,NORMAL,28.39,28.39,0.0,False
S006,2026-06-01 12:30:00,temperature,NORMAL,28.493,28.493,0.0,False
S006,2026-06-01 12:35:00,temperature,NORMAL,28.593,28.593,0.0,False
S006,2026-06-01 12:40:00,temperature,NORMAL,28.69,28.69,0.0,False
S006,2026-06-01 12:45:00,temperature,NORMAL,28.785,28.785,0.0,False
S006,2026-06-01 12:50:00,temperature,NORMAL,28.876,28.876,0.0,False
S006,2026-06-01 12:55:00,temperature,NORMAL,28.965,28.965,0.0,False
S006,2026-06-01 13:00:00,temperature,NORMAL,29.05,29.05,0.0,False
S006,2026-06-01 13:05:00,temperature,NORMAL,29.133,29.133,0.0,False
S006,2026-06-01 13:10:00,temperature,NORMAL,29.212,29.212,0.0,False
S006,2026-06-01 13:15:00,temperature,NORMAL,29.288,29.288,0.0,False
S006,2026-06-01 13:20:00,temperature,NORMAL,29.361,29.361,0.0,False
S006,2026-06-01 13:25:00,temperature,NORMAL,29.43,29.43,0.0,False
S006,2026-06-01 13:30:00,temperature,NORMAL,29.497,29.497,0.0,False
S006,2026-06-01 13:35:00,temperature,NORMAL,29.56,29.56,0.0,False
S006,2026-06-01 13:40:00,temperature,NORMAL,29.619,29.619,0.0,False
S006,2026-06-01 13:45:00,temperature,NORMAL,29.675,29.675,0.0,False
S006,2026-06-01 13:50:00,temperature,NORMAL,29.728,29.728,0.0,False
S006,2026-06-01 13:55:00,temperature,NORMAL,29.777,29.777,0.0,False
S006,2026-06-01 14:00:00,temperature,NORMAL,29.823,29.823,0.0,False
S006,2026-06-01 14:05:00,temperature,NORMAL,29.865,29.865,0.0,False
S006,2026-06-01 14:10:00,temperature,NORMAL,29.903,29.903,0.0,False
S006,2026-06-01 14:15:00,temperature,NORMAL,29.938,29.938,0.0,False
S006,2026-06-01 14:20:00,temperature,NORMAL,29.97,29.97,0.0,False
S006,2026-06-01 14:25:00,temperature,NORMAL,29.997,29.997,0.0,False
S006,2026-06-01 14:30:00,temperature,NORMAL,30.021,30.021,0.0,False
S006,2026-06-01 14:35:00,temperature,NORMAL,30.042,30.042,0.0,False
S006,2026-06-01 14:40:00,temperature,GAUSSIAN_NOISE,30.058,31.633,1.575,True
S006,2026-06-01 14:45:00,temperature,NORMAL,30.071,30.071,0.0,False
S006,2026-06-01 14:50:00,temperature,NORMAL,30.081,30.081,0.0,False
S006,2026-06-01 14:55:00,temperature,GAUSSIAN_NOISE,30.086,27.367,-2.719,True
S006,2026-06-01 15:00:00,temperature,NORMAL,30.088,30.088,0.0,False
S006,2026-06-01 15:05:00,temperature,NORMAL,30.086,30.086,0.0,False
S006,2026-06-01 15:10:00,temperature,NORMAL,30.081,30.081,0.0,False
S006,2026-06-01 15:15:00,temperature,NORMAL,30.071,30.071,0.0,False
S006,2026-06-01 15:20:00,temperature,NORMAL,30.058,30.058,0.0,False
S006,2026-06-01 15:25:00,temperature,NORMAL,30.042,30.042,0.0,False
S006,2026-06-01 15:30:00,temperature,NORMAL,30.021,30.021,0.0,False
S006,2026-06-01 15:35:00,temperature,NORMAL,29.997,29.997,0.0,False
